,Name,Address,Type,Latitude_MAIN,Longitude_MAIN,Latitude_temp,Longitude_temp
736,Rajdhani Developers Head office,"Jal Nigam Road, Thakurganj, Balaganj, Lucknow",establishment,26.87485,80.88768,26.8746642,80.8830800
737,Baraura Hussain Bari,Baraura Hussain Bari,sublocality_level_1,26.87485,80.88768,26.8669447,80.8745988
738,Baraura Hussain Bari,Baraura Hussain Bari,sublocality,26.87485,80.88768,26.8669447,80.8745988
739,Baraura Hussain Bari,Baraura Hussain Bari,political,26.87485,80.88768,26.8669447,80.8745988
740,Federal Bank ATM,"Ram Nagar Road, Ram Nagar Road Aish Bhag, Aishbagh, Lucknow",atm,26.84018,80.90054,26.8399200,80.9022300
741,Federal Bank ATM,"Ram Nagar Road, Ram Nagar Road Aish Bhag, Aishbagh, Lucknow",finance,26.84018,80.90054,26.8399200,80.9022300
742,Federal Bank ATM,"Ram Nagar Road, Ram Nagar Road Aish Bhag, Aishbagh, Lucknow",point_of_interest,26.84018,80.90054,26.8399200,80.9022300
743,Federal Bank ATM,"Ram Nagar Road, Ram Nagar Road Aish Bhag, Aishbagh, Lucknow",establishment,26.84018,80.90054,26.8399200,80.9022300
744,T M Service Centre,"near Union Bank, 86/3 Mill Roa d Kareeta, 86/3 Mill Road Kareeta, Aishbagh, near Union Bank, Lucknow",car_repair,26.84018,80.90054,26.8373200,80.9005800
745,T M Service Centre,"near Union Bank, 86/3 Mill Roa d Kareeta, 86/3 Mill Road Kareeta, Aishbagh, near Union Bank, Lucknow",point_of_interest,26.84018,80.90054,26.8373200,80.9005800
746,T M Service Centre,"near Union Bank, 86/3 Mill Roa d Kareeta, 86/3 Mill Road Kareeta, Aishbagh, near Union Bank, Lucknow",establishment,26.84018,80.90054,26.8373200,80.9005800
747,SPOT ON 66360 Hotel Shree,"0/0, Aishbagh Rd, Moti Nagar, Rajendra Nagar, Lucknow",lodging,26.84018,80.90054,26.8338633,80.9064931
748,SPOT ON 66360 Hotel Shree,"0/0, Aishbagh Rd, Moti Nagar, Rajendra Nagar, Lucknow",point_of_interest,26.84018,80.90054,26.8338633,80.9064931
749,SPOT ON 66360 Hotel Shree,"0/0, Aishbagh Rd, Moti Nagar, Rajendra Nagar, Lucknow",establishment,26.84018,80.90054,26.8338633,80.9064931
750,JB Properties and Co.,"""Sri Bala ji bawan"" A-1 Malviya Nagar Aishbhag lucknow ., Mill Road, Malviyapalli, Lucknow",general_contractor,26.84018,80.90054,26.8400541,80.9021455
751,JB Properties and Co.,"""Sri Bala ji bawan"" A-1 Malviya Nagar Aishbhag lucknow ., Mill Road, Malviyapalli, Lucknow",point_of_interest,26.84018,80.90054,26.8400541,80.9021455
752,JB Properties and Co.,"""Sri Bala ji bawan"" A-1 Malviya Nagar Aishbhag lucknow ., Mill Road, Malviyapalli, Lucknow",establishment,26.84018,80.90054,26.8400541,80.9021455
753,यूनियन बैंक ऑफ इंडिया,India,bank,26.84018,80.90054,26.8377230,80.8995759
754,यूनियन बैंक ऑफ इंडिया,India,finance,26.84018,80.90054,26.8377230,80.8995759
755,यूनियन बैंक ऑफ इंडिया,India,point_of_interest,26.84018,80.90054,26.8377230,80.8995759
756,यूनियन बैंक ऑफ इंडिया,India,establishment,26.84018,80.90054,26.8377230,80.8995759
757,Asian Paints,"Haider Ganji, Chouraha, Haiderganj, Lucknow",home_goods_store,26.84018,80.90054,26.8455200,80.8953900
758,Asian Paints,"Haider Ganji, Chouraha, Haiderganj, Lucknow",point_of_interest,26.84018,80.90054,26.8455200,80.8953900
759,Asian Paints,"Haider Ganji, Chouraha, Haiderganj, Lucknow",store,26.84018,80.90054,26.8455200,80.8953900
760,Asian Paints,"Haider Ganji, Chouraha, Haiderganj, Lucknow",establishment,26.84018,80.90054,26.8455200,80.8953900
761,Parag Milk,"Nadan Mahal Road Nakhas, State Bank, Nakkhas, Lucknow",food,26.84018,80.90054,26.8391805,80.9041817
762,Parag Milk,"Nadan Mahal Road Nakhas, State Bank, Nakkhas, Lucknow",point_of_interest,26.84018,80.90054,26.8391805,80.9041817
763,Parag Milk,"Nadan Mahal Road Nakhas, State Bank, Nakkhas, Lucknow",store,26.84018,80.90054,26.8391805,80.9041817
764,Parag Milk,"Nadan Mahal Road Nakhas, State Bank, Nakkhas, Lucknow",establishment,26.84018,80.90054,26.8391805,80.9041817
765,Tata Indicom,"Mill Road, Opposite Sbi Aishbagh, Located At Bpcl Petrol Pump, Lucknow",point_of_interest,26.84018,80.90054,26.8391805,80.9041817
766,Tata Indicom,"Mill Road, Opposite Sbi Aishbagh, Located At Bpcl Petrol Pump, Lucknow",establishment,26.84018,80.90054,26.8391805,80.9041817
767,umargazy home & head office golden city,"Talkatora Rd, Moti Jheel Colony, Aishbagh, Lucknow",point_of_interest,26.84018,80.90054,26.8422990,80.8996240
768,umargazy home & head office golden city,"Talkatora Rd, Moti Jheel Colony, Aishbagh, Lucknow",establishment,26.84018,80.90054,26.8422990,80.8996240
769,Espee Industries,"Near Punjab National Bank, Aishbagh, Lucknow",point_of_interest,26.84018,80.90054,26.8419215,80.9014160
770,Espee Industries,"Near Punjab National Bank, Aishbagh, Lucknow",establishment,26.84018,80.90054,26.8419215,80.9014160
771,Gayatri Mandir,"65/25, Chittakhera Mill Road, 65/25 Chittakhera, Mahadev Mandir, Aishbagh, Lucknow",place_of_worship,26.84018,80.90054,26.8389407,80.8957836
772,Gayatri Mandir,"65/25, Chittakhera Mill Road, 65/25 Chittakhera, Mahadev Mandir, Aishbagh, Lucknow",point_of_interest,26.84018,80.90054,26.8389407,80.8957836
773,Gayatri Mandir,"65/25, Chittakhera Mill Road, 65/25 Chittakhera, Mahadev Mandir, Aishbagh, Lucknow",establishment,26.84018,80.90054,26.8389407,80.8957836
774,Saroj Infotech Solution,"G67, Chanda Market, Aishbagh, Lucknow",point_of_interest,26.84018,80.90054,26.8449670,80.8971780
775,Saroj Infotech Solution,"G67, Chanda Market, Aishbagh, Lucknow",establishment,26.84018,80.90054,26.8449670,80.8971780
776,"Bharat Petroleum, PPS Distributors","70/1 Mill Road Kaeetha, 70/1 Millroad kaeetha aiahbagh, Punjab National Bank, Aishbagh, Lucknow",gas_station,26.84018,80.90054,26.8382300,80.8977125
777,"Bharat Petroleum, PPS Distributors","70/1 Mill Road Kaeetha, 70/1 Millroad kaeetha aiahbagh, Punjab National Bank, Aishbagh, Lucknow",point_of_interest,26.84018,80.90054,26.8382300,80.8977125
778,"Bharat Petroleum, PPS Distributors","70/1 Mill Road Kaeetha, 70/1 Millroad kaeetha aiahbagh, Punjab National Bank, Aishbagh, Lucknow",establishment,26.84018,80.90054,26.8382300,80.8977125
779,Punjab National Bank Zonal Stationary Office,"Zonal Stationary Head Office, Talkatora, Lucknow",bank,26.84018,80.90054,26.8371803,80.8994807
780,Punjab National Bank Zonal Stationary Office,"Zonal Stationary Head Office, Talkatora, Lucknow",finance,26.84018,80.90054,26.8371803,80.8994807
781,Punjab National Bank Zonal Stationary Office,"Zonal Stationary Head Office, Talkatora, Lucknow",point_of_interest,26.84018,80.90054,26.8371803,80.8994807
782,Punjab National Bank Zonal Stationary Office,"Zonal Stationary Head Office, Talkatora, Lucknow",establishment,26.84018,80.90054,26.8371803,80.8994807
783,CZAR TELECOM,"3, Aishbagh Road, Bhusa Mandi, Aishbagh, Lucknow",point_of_interest,26.84018,80.90054,26.8405617,80.9002158
784,CZAR TELECOM,"3, Aishbagh Road, Bhusa Mandi, Aishbagh, Lucknow",establishment,26.84018,80.90054,26.8405617,80.9002158
785,State Bank Of India ATM,"near PTC Industries, Aishbagh Road, Malviyapalli, Aishbagh, Lucknow",atm,26.84018,80.90054,26.8396651,80.9014079
786,State Bank Of India ATM,"near PTC Industries, Aishbagh Road, Malviyapalli, Aishbagh, Lucknow",finance,26.84018,80.90054,26.8396651,80.9014079
787,State Bank Of India ATM,"near PTC Industries, Aishbagh Road, Malviyapalli, Aishbagh, Lucknow",point_of_interest,26.84018,80.90054,26.8396651,80.9014079
788,State Bank Of India ATM,"near PTC Industries, Aishbagh Road, Malviyapalli, Aishbagh, Lucknow",establishment,26.84018,80.90054,26.8396651,80.9014079
789,PTC Industries,"11/4, Aishbagh Road, Aishbagh, Lucknow",point_of_interest,26.84018,80.90054,26.8397687,80.9022511
790,PTC Industries,"11/4, Aishbagh Road, Aishbagh, Lucknow",establishment,26.84018,80.90054,26.8397687,80.9022511
791,Fedral Bank ATM,"Mill Road, Malviyapalli, Aishbagh, Lucknow",atm,26.84018,80.90054,26.8397640,80.9023710
792,Fedral Bank ATM,"Mill Road, Malviyapalli, Aishbagh, Lucknow",finance,26.84018,80.90054,26.8397640,80.9023710
793,Fedral Bank ATM,"Mill Road, Malviyapalli, Aishbagh, Lucknow",point_of_interest,26.84018,80.90054,26.8397640,80.9023710
794,Fedral Bank ATM,"Mill Road, Malviyapalli, Aishbagh, Lucknow",establishment,26.84018,80.90054,26.8397640,80.9023710
795,Block C,Block C,sublocality_level_2,26.84018,80.90054,26.8410657,80.8805258
796,Block C,Block C,sublocality,26.84018,80.90054,26.8410657,80.8805258
797,Block C,Block C,political,26.84018,80.90054,26.8410657,80.8805258
798,LIC OF INDIA Branch Rajajipuram,"near Post Office, C-7, Rajajipuram, near Post Office, Lucknow",insurance_agency,26.84241,80.86114,26.8444300,80.8702400
799,LIC OF INDIA Branch Rajajipuram,"near Post Office, C-7, Rajajipuram, near Post Office, Lucknow",point_of_interest,26.84241,80.86114,26.8444300,80.8702400
800,LIC OF INDIA Branch Rajajipuram,"near Post Office, C-7, Rajajipuram, near Post Office, Lucknow",establishment,26.84241,80.86114,26.8444300,80.8702400
801,Kanak Graphics Pvt. Ltd.,"FA-9, Para Road, Nehru Nagar A, Devpur, Rajajipuram, Lucknow",point_of_interest,26.84241,80.86114,26.8425150,80.8654530
802,Kanak Graphics Pvt. Ltd.,"FA-9, Para Road, Nehru Nagar A, Devpur, Rajajipuram, Lucknow",establishment,26.84241,80.86114,26.8425150,80.8654530
803,New Public School,"Devpur Para, Raja Ji Puram, Ring Road, Para Road, Alamnagar, Rajajipuram, Lucknow",secondary_school,26.84241,80.86114,26.8389480,80.8601050
804,New Public School,"Devpur Para, Raja Ji Puram, Ring Road, Para Road, Alamnagar, Rajajipuram, Lucknow",school,26.84241,80.86114,26.8389480,80.8601050
805,New Public School,"Devpur Para, Raja Ji Puram, Ring Road, Para Road, Alamnagar, Rajajipuram, Lucknow",point_of_interest,26.84241,80.86114,26.8389480,80.8601050
806,New Public School,"Devpur Para, Raja Ji Puram, Ring Road, Para Road, Alamnagar, Rajajipuram, Lucknow",establishment,26.84241,80.86114,26.8389480,80.8601050
807,Udisha Computer Education,"Raja Ji Puram, Ring Road, Jalalpur, Para, Alamnagar, Rajajipuram, Lucknow",point_of_interest,26.84241,80.86114,26.8374968,80.8580384
808,Udisha Computer Education,"Raja Ji Puram, Ring Road, Jalalpur, Para, Alamnagar, Rajajipuram, Lucknow",establishment,26.84241,80.86114,26.8374968,80.8580384
809,pollux,"sahara Shoping Center Lekharaj, Lucknow",point_of_interest,26.84241,80.86114,26.8425158,80.8654534
810,pollux,"sahara Shoping Center Lekharaj, Lucknow",establishment,26.84241,80.86114,26.8425158,80.8654534
811,Shreya Ayurveda & Panchkarma Centre (Regd.),"Shop. No. - 1, Ashok Vihar, Mohan Road, Alamnagar, Rajajipuram, Lucknow",hospital,26.84241,80.86114,26.8441110,80.8658240
812,Shreya Ayurveda & Panchkarma Centre (Regd.),"Shop. No. - 1, Ashok Vihar, Mohan Road, Alamnagar, Rajajipuram, Lucknow",health,26.84241,80.86114,26.8441110,80.8658240
813,Shreya Ayurveda & Panchkarma Centre (Regd.),"Shop. No. - 1, Ashok Vihar, Mohan Road, Alamnagar, Rajajipuram, Lucknow",point_of_interest,26.84241,80.86114,26.8441110,80.8658240
814,Shreya Ayurveda & Panchkarma Centre (Regd.),"Shop. No. - 1, Ashok Vihar, Mohan Road, Alamnagar, Rajajipuram, Lucknow",establishment,26.84241,80.86114,26.8441110,80.8658240
815,ankit,"353,Ram Vihar Colony, Lucknow",health,26.84241,80.86114,26.8425158,80.8654534
816,ankit,"353,Ram Vihar Colony, Lucknow",point_of_interest,26.84241,80.86114,26.8425158,80.8654534
817,ankit,"353,Ram Vihar Colony, Lucknow",establishment,26.84241,80.86114,26.8425158,80.8654534
818,ARK Business Group,"356 /340/1331 , Anandpuram , Alamnagar Road, Lucknow",point_of_interest,26.84241,80.86114,26.8466956,80.8616071
819,ARK Business Group,"356 /340/1331 , Anandpuram , Alamnagar Road, Lucknow",establishment,26.84241,80.86114,26.8466956,80.8616071
820,Mahi Hospital,"Sarosa Mod, Mohan Road, Lucknow",hospital,26.84241,80.86114,26.8425340,80.8603210
821,Mahi Hospital,"Sarosa Mod, Mohan Road, Lucknow",point_of_interest,26.84241,80.86114,26.8425340,80.8603210
822,Mahi Hospital,"Sarosa Mod, Mohan Road, Lucknow",establishment,26.84241,80.86114,26.8425340,80.8603210
823,Singh Travels,"Mohan Road, Alamnagar, Rajajipuram, Lucknow",travel_agency,26.84241,80.86114,26.8429570,80.8623320
824,Singh Travels,"Mohan Road, Alamnagar, Rajajipuram, Lucknow",point_of_interest,26.84241,80.86114,26.8429570,80.8623320
825,Singh Travels,"Mohan Road, Alamnagar, Rajajipuram, Lucknow",establishment,26.84241,80.86114,26.8429570,80.8623320
826,IndusInd Bank,"State Highway-40, Alamnagar, Rajajipuram, Lucknow",atm,26.84241,80.86114,26.8425050,80.8595860
827,IndusInd Bank,"State Highway-40, Alamnagar, Rajajipuram, Lucknow",bank,26.84241,80.86114,26.8425050,80.8595860
828,IndusInd Bank,"State Highway-40, Alamnagar, Rajajipuram, Lucknow",finance,26.84241,80.86114,26.8425050,80.8595860
829,IndusInd Bank,"State Highway-40, Alamnagar, Rajajipuram, Lucknow",point_of_interest,26.84241,80.86114,26.8425050,80.8595860
830,IndusInd Bank,"State Highway-40, Alamnagar, Rajajipuram, Lucknow",establishment,26.84241,80.86114,26.8425050,80.8595860
831,India Hospital,"Alamnagar Mohan Road, Budheshwar, Alamnagar, Rajajipuram, Lucknow",hospital,26.84241,80.86114,26.8434360,80.8600650
832,India Hospital,"Alamnagar Mohan Road, Budheshwar, Alamnagar, Rajajipuram, Lucknow",point_of_interest,26.84241,80.86114,26.8434360,80.8600650
833,India Hospital,"Alamnagar Mohan Road, Budheshwar, Alamnagar, Rajajipuram, Lucknow",establishment,26.84241,80.86114,26.8434360,80.8600650
834,"satyapath school of drama,film media institute lucknow","Alamnagar Road, Prem Nagar, Alamnagar, Rajajipuram, Lucknow",school,26.84241,80.86114,26.8438536,80.8598504
835,"satyapath school of drama,film media institute lucknow","Alamnagar Road, Prem Nagar, Alamnagar, Rajajipuram, Lucknow",point_of_interest,26.84241,80.86114,26.8438536,80.8598504
836,"satyapath school of drama,film media institute lucknow","Alamnagar Road, Prem Nagar, Alamnagar, Rajajipuram, Lucknow",establishment,26.84241,80.86114,26.8438536,80.8598504
837,Infonet Global Solutions,"near New India Hospital, Plot no 08, Nazim Nagar, Bhaptamau, near New India Hospital, Alamnagar Mohan Road, Lucknow",point_of_interest,26.84241,80.86114,26.8430240,80.8589385
838,Infonet Global Solutions,"near New India Hospital, Plot no 08, Nazim Nagar, Bhaptamau, near New India Hospital, Alamnagar Mohan Road, Lucknow",establishment,26.84241,80.86114,26.8430240,80.8589385
839,New India Showroom,India,electronics_store,26.84241,80.86114,26.8423755,80.8586025
840,New India Showroom,India,point_of_interest,26.84241,80.86114,26.8423755,80.8586025
841,New India Showroom,India,store,26.84241,80.86114,26.8423755,80.8586025
842,New India Showroom,India,establishment,26.84241,80.86114,26.8423755,80.8586025
843,central bank of india,"Lucknow - Mohan - Hasanganj - Rasulabad Marg, Alamnagar, Rajajipuram, Lucknow",bank,26.84241,80.86114,26.8435341,80.8642871
844,central bank of india,"Lucknow - Mohan - Hasanganj - Rasulabad Marg, Alamnagar, Rajajipuram, Lucknow",finance,26.84241,80.86114,26.8435341,80.8642871
845,central bank of india,"Lucknow - Mohan - Hasanganj - Rasulabad Marg, Alamnagar, Rajajipuram, Lucknow",point_of_interest,26.84241,80.86114,26.8435341,80.8642871
846,central bank of india,"Lucknow - Mohan - Hasanganj - Rasulabad Marg, Alamnagar, Rajajipuram, Lucknow",establishment,26.84241,80.86114,26.8435341,80.8642871
847,Gym equipment manufacturer | Syndicate,"347/310 old tikait ganj,near haneef neta house,Choti masjid,Lucknow, Lucknow",point_of_interest,26.84241,80.86114,26.8417201,80.8645094
848,Gym equipment manufacturer | Syndicate,"347/310 old tikait ganj,near haneef neta house,Choti masjid,Lucknow, Lucknow",establishment,26.84241,80.86114,26.8417201,80.8645094
849,Rajat Jewellers,"Alamnagar Crossing, Mohan Road, Alamnagar Road, Rajajipuram, Lucknow",jewelry_store,26.84241,80.86114,26.8435791,80.8645453
850,Rajat Jewellers,"Alamnagar Crossing, Mohan Road, Alamnagar Road, Rajajipuram, Lucknow",point_of_interest,26.84241,80.86114,26.8435791,80.8645453
851,Rajat Jewellers,"Alamnagar Crossing, Mohan Road, Alamnagar Road, Rajajipuram, Lucknow",store,26.84241,80.86114,26.8435791,80.8645453
852,Rajat Jewellers,"Alamnagar Crossing, Mohan Road, Alamnagar Road, Rajajipuram, Lucknow",establishment,26.84241,80.86114,26.8435791,80.8645453
853,Block E,Block E,sublocality_level_2,26.84241,80.86114,26.8420304,80.8778858
854,Block E,Block E,sublocality,26.84241,80.86114,26.8420304,80.8778858
855,Block E,Block E,political,26.84241,80.86114,26.8420304,80.8778858
856,SyndicateBank Lucknow Hazratganj Branch,"G-01, Ground Floor Kasmanda Aptts, 2, Park Road, Lucknow",bank,26.84841,80.95065,26.8465352,80.9475531
857,SyndicateBank Lucknow Hazratganj Branch,"G-01, Ground Floor Kasmanda Aptts, 2, Park Road, Lucknow",finance,26.84841,80.95065,26.8465352,80.9475531
858,SyndicateBank Lucknow Hazratganj Branch,"G-01, Ground Floor Kasmanda Aptts, 2, Park Road, Lucknow",point_of_interest,26.84841,80.95065,26.8465352,80.9475531
859,SyndicateBank Lucknow Hazratganj Branch,"G-01, Ground Floor Kasmanda Aptts, 2, Park Road, Lucknow",establishment,26.84841,80.95065,26.8465352,80.9475531
860,Kayenaat,"Flat no. 115, Apartment, Ganga sagar Complex (Ramtirth Marg), Ramtirth Marg, Hazratganj, Lucknow",lodging,26.84841,80.95065,26.8492310,80.9519177
861,Kayenaat,"Flat no. 115, Apartment, Ganga sagar Complex (Ramtirth Marg), Ramtirth Marg, Hazratganj, Lucknow",point_of_interest,26.84841,80.95065,26.8492310,80.9519177
862,Kayenaat,"Flat no. 115, Apartment, Ganga sagar Complex (Ramtirth Marg), Ramtirth Marg, Hazratganj, Lucknow",establishment,26.84841,80.95065,26.8492310,80.9519177
863,Adidas,"2, Halwasia Court, Mahatama Gandhi Marg, Mahatama Gandhi Marg, Near Northern Railway Office, Hazratganj, Lucknow",point_of_interest,26.84841,80.95065,26.8488621,80.9432772
864,Adidas,"2, Halwasia Court, Mahatama Gandhi Marg, Mahatama Gandhi Marg, Near Northern Railway Office, Hazratganj, Lucknow",clothing_store,26.84841,80.95065,26.8488621,80.9432772
865,Adidas,"2, Halwasia Court, Mahatama Gandhi Marg, Mahatama Gandhi Marg, Near Northern Railway Office, Hazratganj, Lucknow",store,26.84841,80.95065,26.8488621,80.9432772
866,Adidas,"2, Halwasia Court, Mahatama Gandhi Marg, Mahatama Gandhi Marg, Near Northern Railway Office, Hazratganj, Lucknow",establishment,26.84841,80.95065,26.8488621,80.9432772
867,Reliance General Insurance Company Limited,"Suraj Deep Complex, Lajpathrai Marg, Picup Colony, Butler Colony, Lucknow",insurance_agency,26.84841,80.95065,26.8524014,80.9560274
868,Reliance General Insurance Company Limited,"Suraj Deep Complex, Lajpathrai Marg, Picup Colony, Butler Colony, Lucknow",health,26.84841,80.95065,26.8524014,80.9560274
869,Reliance General Insurance Company Limited,"Suraj Deep Complex, Lajpathrai Marg, Picup Colony, Butler Colony, Lucknow",point_of_interest,26.84841,80.95065,26.8524014,80.9560274
870,Reliance General Insurance Company Limited,"Suraj Deep Complex, Lajpathrai Marg, Picup Colony, Butler Colony, Lucknow",establishment,26.84841,80.95065,26.8524014,80.9560274
871,"Orchid-Fortune Park BBD, Lucknow","29/7, 1st floor Fortune Park BBD, Rana Pratap Marg, Lucknow",restaurant,26.84841,80.95065,26.8519784,80.9550763
872,"Orchid-Fortune Park BBD, Lucknow","29/7, 1st floor Fortune Park BBD, Rana Pratap Marg, Lucknow",lodging,26.84841,80.95065,26.8519784,80.9550763
873,"Orchid-Fortune Park BBD, Lucknow","29/7, 1st floor Fortune Park BBD, Rana Pratap Marg, Lucknow",food,26.84841,80.95065,26.8519784,80.9550763
874,"Orchid-Fortune Park BBD, Lucknow","29/7, 1st floor Fortune Park BBD, Rana Pratap Marg, Lucknow",point_of_interest,26.84841,80.95065,26.8519784,80.9550763
875,"Orchid-Fortune Park BBD, Lucknow","29/7, 1st floor Fortune Park BBD, Rana Pratap Marg, Lucknow",establishment,26.84841,80.95065,26.8519784,80.9550763
876,India Awadh Hotel,"4, Sapru Marg, Prem Nagar, Hazratganj, Lucknow",lodging,26.84841,80.95065,26.8532291,80.9466397
877,India Awadh Hotel,"4, Sapru Marg, Prem Nagar, Hazratganj, Lucknow",point_of_interest,26.84841,80.95065,26.8532291,80.9466397
878,India Awadh Hotel,"4, Sapru Marg, Prem Nagar, Hazratganj, Lucknow",establishment,26.84841,80.95065,26.8532291,80.9466397
879,HCL Infosystems Ltd,"5Th Floor, Saran Chamber, Jopling Road, Jopling Road, Near Dhan Nirman Comlex, Hazratganj, Lucknow",electronics_store,26.84841,80.95065,26.8524532,80.9552840
880,HCL Infosystems Ltd,"5Th Floor, Saran Chamber, Jopling Road, Jopling Road, Near Dhan Nirman Comlex, Hazratganj, Lucknow",point_of_interest,26.84841,80.95065,26.8524532,80.9552840
881,HCL Infosystems Ltd,"5Th Floor, Saran Chamber, Jopling Road, Jopling Road, Near Dhan Nirman Comlex, Hazratganj, Lucknow",store,26.84841,80.95065,26.8524532,80.9552840
882,HCL Infosystems Ltd,"5Th Floor, Saran Chamber, Jopling Road, Jopling Road, Near Dhan Nirman Comlex, Hazratganj, Lucknow",establishment,26.84841,80.95065,26.8524532,80.9552840
883,Vishal Mega Mart,"Tulsi Complex, 16, Near Leela Cinema, Marg, Nawal Kishore Road, Hazratganj, Lucknow",supermarket,26.84841,80.95065,26.8498900,80.9439900
884,Vishal Mega Mart,"Tulsi Complex, 16, Near Leela Cinema, Marg, Nawal Kishore Road, Hazratganj, Lucknow",grocery_or_supermarket,26.84841,80.95065,26.8498900,80.9439900
885,Vishal Mega Mart,"Tulsi Complex, 16, Near Leela Cinema, Marg, Nawal Kishore Road, Hazratganj, Lucknow",food,26.84841,80.95065,26.8498900,80.9439900
886,Vishal Mega Mart,"Tulsi Complex, 16, Near Leela Cinema, Marg, Nawal Kishore Road, Hazratganj, Lucknow",point_of_interest,26.84841,80.95065,26.8498900,80.9439900
887,Vishal Mega Mart,"Tulsi Complex, 16, Near Leela Cinema, Marg, Nawal Kishore Road, Hazratganj, Lucknow",store,26.84841,80.95065,26.8498900,80.9439900
888,Vishal Mega Mart,"Tulsi Complex, 16, Near Leela Cinema, Marg, Nawal Kishore Road, Hazratganj, Lucknow",establishment,26.84841,80.95065,26.8498900,80.9439900
889,Bata Showroom,"48, Hazratganj, Hazratganj, Lucknow",shoe_store,26.84841,80.95065,26.8484415,80.9440694
890,Bata Showroom,"48, Hazratganj, Hazratganj, Lucknow",point_of_interest,26.84841,80.95065,26.8484415,80.9440694
891,Bata Showroom,"48, Hazratganj, Hazratganj, Lucknow",store,26.84841,80.95065,26.8484415,80.9440694
892,Bata Showroom,"48, Hazratganj, Hazratganj, Lucknow",establishment,26.84841,80.95065,26.8484415,80.9440694
893,Reliance Web World,"15, Tulsi Complex, Naval Kishore Marg, Near D M Residence, Hazratganj, Lucknow",point_of_interest,26.84841,80.95065,26.8498500,80.9439600
894,Reliance Web World,"15, Tulsi Complex, Naval Kishore Marg, Near D M Residence, Hazratganj, Lucknow",establishment,26.84841,80.95065,26.8498500,80.9439600
895,National,"Agarwal Complex, 81/20, Agarwal Complex, Shivpur, 1st Floor, Bas Mandi, Shivpur, 1st Floor, Gautam Buddha Marg, Lucknow",point_of_interest,26.84841,80.95065,26.8495600,80.9414600
896,National,"Agarwal Complex, 81/20, Agarwal Complex, Shivpur, 1st Floor, Bas Mandi, Shivpur, 1st Floor, Gautam Buddha Marg, Lucknow",establishment,26.84841,80.95065,26.8495600,80.9414600
897,IDBI Fortis Life Insurance Co Ltd,"1, Dubey Chamber, Sapru Marg, Sapru Marg, Near Jawahar Bhawan, Hazratganj, Lucknow",insurance_agency,26.84841,80.95065,26.8537333,80.9453141
898,IDBI Fortis Life Insurance Co Ltd,"1, Dubey Chamber, Sapru Marg, Sapru Marg, Near Jawahar Bhawan, Hazratganj, Lucknow",point_of_interest,26.84841,80.95065,26.8537333,80.9453141
899,IDBI Fortis Life Insurance Co Ltd,"1, Dubey Chamber, Sapru Marg, Sapru Marg, Near Jawahar Bhawan, Hazratganj, Lucknow",establishment,26.84841,80.95065,26.8537333,80.9453141
900,"La Place Sarovar Portico, Lucknow","6, Shahnajaf Road, Lucknow",lodging,26.84841,80.95065,26.8533619,80.9434418
901,"La Place Sarovar Portico, Lucknow","6, Shahnajaf Road, Lucknow",restaurant,26.84841,80.95065,26.8533619,80.9434418
902,"La Place Sarovar Portico, Lucknow","6, Shahnajaf Road, Lucknow",food,26.84841,80.95065,26.8533619,80.9434418
903,"La Place Sarovar Portico, Lucknow","6, Shahnajaf Road, Lucknow",point_of_interest,26.84841,80.95065,26.8533619,80.9434418
904,"La Place Sarovar Portico, Lucknow","6, Shahnajaf Road, Lucknow",establishment,26.84841,80.95065,26.8533619,80.9434418
905,Central Bank of India,"Ganga sagar Complex (Ramtirth Marg), F5, Near Idea Office, Jopling Road, Hazratganj, Lucknow",bank,26.84841,80.95065,26.8495561,80.9515659
906,Central Bank of India,"Ganga sagar Complex (Ramtirth Marg), F5, Near Idea Office, Jopling Road, Hazratganj, Lucknow",atm,26.84841,80.95065,26.8495561,80.9515659
907,Central Bank of India,"Ganga sagar Complex (Ramtirth Marg), F5, Near Idea Office, Jopling Road, Hazratganj, Lucknow",finance,26.84841,80.95065,26.8495561,80.9515659
908,Central Bank of India,"Ganga sagar Complex (Ramtirth Marg), F5, Near Idea Office, Jopling Road, Hazratganj, Lucknow",point_of_interest,26.84841,80.95065,26.8495561,80.9515659
909,Central Bank of India,"Ganga sagar Complex (Ramtirth Marg), F5, Near Idea Office, Jopling Road, Hazratganj, Lucknow",establishment,26.84841,80.95065,26.8495561,80.9515659
910,Studio 8,"Chitrahaar Building, 3, Nawal Kishore Road,, Hazratganj, Lucknow",point_of_interest,26.84841,80.95065,26.8491634,80.9451802
911,Studio 8,"Chitrahaar Building, 3, Nawal Kishore Road,, Hazratganj, Lucknow",establishment,26.84841,80.95065,26.8491634,80.9451802
912,Job Planet,"10-A, Chandrakanta Building IInd Floor, Station Road Hussainganj",point_of_interest,26.84841,80.95065,26.8537051,80.9484195
913,Job Planet,"10-A, Chandrakanta Building IInd Floor, Station Road Hussainganj",establishment,26.84841,80.95065,26.8537051,80.9484195
914,Bpo Bees Technologies Private Limited,"Jain Building, Shop No.14/A-5, Park Road, Hazratganj, Lucknow",point_of_interest,26.84841,80.95065,26.8483110,80.9475090
915,Bpo Bees Technologies Private Limited,"Jain Building, Shop No.14/A-5, Park Road, Hazratganj, Lucknow",establishment,26.84841,80.95065,26.8483110,80.9475090
